teu_count,train_length,total_distance_trip,departure_delay,arrival_delay,distance_between_control_stations,weight_per_length_of_train,weight_per_wagon_of_train
58.25,440.0,73.26746752917097,-48.0,-24.0,53.02470713863994,2.775018181818182,87.21485714285714
77.08,644.0,73.38766521801544,44.0,28.0,49.93637951541141,2.0195916149068323,39.41263636363636
66.24,644.0,73.38766521801544,49.0,27.0,49.93637951541141,2.0193664596273293,39.408242424242424
69.45,642.0,73.38766521801544,80.0,59.0,49.93637951541141,2.0091230529595014,40.30803125
59.5,482.0,73.26746752917097,-19.0,-7.0,53.02470713863994,2.649360995850622,85.1328
43.75,482.0,73.26746752917097,82.0,80.0,53.02470713863994,2.229429460580913,71.639
63.0,462.0,73.26746752917097,7.0,-6.0,53.02470713863994,2.663677489177489,82.04126666666666
43.95,350.0,61.85311182266128,-26.0,18.0,53.02470713863994,2.7559771428571427,87.69018181818181
36.25,466.0,53.02489700923587,-31.0,1.0,53.02470713863994,1.8542188841201717,57.604400000000005
45.0,466.0,53.02489700923587,-32.0,25.0,53.02470713863994,2.2784227467811156,70.78299999999999
42.0,462.0,53.02489700923587,30.0,91.0,53.02470713863994,2.0776666666666666,63.99213333333333
20.78,642.0,73.38766521801544,1186.0,1159.0,49.93637951541141,1.1952881619937694,24.754032258064516
20.22,644.0,73.38766521801544,114.0,90.0,49.93637951541141,1.181833850931677,23.063666666666666
63.0,474.0,73.26746752917097,-32.0,32.0,53.02470713863994,2.651742616033755,83.79506666666666
61.75,474.0,73.26746752917097,-56.0,17.0,53.02470713863994,2.6938776371308015,85.12653333333333
78.21,682.0,73.38766521801544,20.0,-3.0,49.93637951541141,1.883300586510264,38.92154545454546
54.85,642.0,73.38766521801544,23.0,0.0,49.93637951541141,1.6811479750778817,33.72803125
51.75,462.0,73.26746752917097,-38.0,-44.0,53.02470713863994,2.41254329004329,74.30633333333334
60.5,470.0,73.26746752917097,16.0,17.0,53.02470713863994,2.648538297872341,82.98753333333335
36.25,496.0,53.02489700923587,-56.0,-5.0,53.02470713863994,1.9517741935483872,60.505
43.25,482.0,73.26746752917097,51.0,49.0,53.02470713863994,2.185118257261411,70.21513333333334
44.91,482.0,73.26746752917097,10.0,6.0,53.02470713863994,2.40148755186722,77.1678
22.5,472.0,73.26746752917097,46.0,49.0,53.02470713863994,1.6673792372881358,56.2145
69.01,682.0,73.38766521801544,48.0,35.0,49.93637951541141,1.8426568914956012,38.081575757575756
22.98,662.0,73.38766521801544,16.0,-7.0,49.93637951541141,1.1593383685800605,23.9838125
50.55,600.0,73.38766521801544,15.0,13.0,49.93637951541141,1.9278966666666668,37.314129032258066
44.0,642.0,73.38766521801544,44.0,24.0,49.93637951541141,1.7436105919003113,34.9811875
74.49,600.0,73.38766521801544,25.0,0.0,49.93637951541141,2.1712266666666666,42.023741935483876
64.95,640.0,73.38766521801544,13.0,-5.0,49.93637951541141,1.9016578124999999,40.5687
42.69,634.0,73.38766521801544,15.0,-11.0,49.93637951541141,1.7596687697160884,33.8069696969697
54.78,494.0,53.02489700923587,0.0,5.0,53.02470713863994,2.4688603238866396,81.3078
81.99,662.0,73.38766521801544,12.0,-14.0,49.93637951541141,1.9051404833836858,39.41259375
70.78,662.0,73.38766521801544,94.0,99.0,49.93637951541141,1.9797915407854987,40.9569375
25.17,680.0,73.38766521801544,-14.0,-38.0,49.93637951541141,1.1680073529411765,24.82015625
56.5,482.0,49.936474450709376,7.0,-11.0,49.93637951541141,2.51201867219917,80.71953333333333
33.31,482.0,53.02489700923587,-66.0,-11.0,53.02470713863994,1.996039419087137,64.1394
67.5,494.0,49.936474450709376,-14.0,12.0,49.93637951541141,2.7530991902834008,90.66873333333334
48.25,482.0,73.26746752917097,4.0,3.0,53.02470713863994,2.2936514522821576,73.70266666666666
59.75,482.0,73.26746752917097,-6.0,8.0,53.02470713863994,2.6781991701244814,86.05946666666667
63.0,482.0,73.26746752917097,22.0,35.0,53.02470713863994,2.7016348547717843,86.81253333333333
29.6,642.0,73.38766521801544,617.0,593.0,49.93637951541141,1.4853271028037385,30.760645161290324
54.27,642.0,73.38766521801544,-3.0,-26.0,9.493529796600342e-05,1.6998644859813086,35.203645161290325
66.25,458.0,73.26746752917097,-2.0,0.0,53.02470713863994,2.7937292576419215,85.30186666666667
55.74,448.0,73.42043662514106,82.0,122.0,9.493529796600342e-05,2.1518683035714288,68.85978571428572
56.5,482.0,73.26746752917097,-17.0,-18.0,53.02470713863994,2.59846887966805,83.49746666666667
64.0,482.0,73.26746752917097,-1.0,-3.0,53.02470713863994,2.6695912863070537,85.78286666666666
63.03,462.0,73.26746752917097,85.0,80.0,53.02470713863994,2.8112748917748918,86.58726666666666
72.75,644.0,73.38766521801544,-5.0,-25.0,49.93637951541141,2.017413043478261,39.37012121212121
61.75,474.0,53.02489700923587,-3.0,36.0,53.02470713863994,2.736529535864979,86.47433333333333
59.5,478.0,73.26746752917097,5.0,1.0,53.02470713863994,2.562562761506276,81.66033333333333
42.25,478.0,73.26746752917097,4.0,-9.0,53.02470713863994,2.241276150627615,71.422
45.03,470.0,73.26746752917097,23.0,18.0,53.02470713863994,2.260636170212766,70.83326666666667
67.84,558.0,73.38766521801544,12.0,-15.0,49.93637951541141,2.2836075268817204,42.4751
52.88,684.0,73.38766521801544,8.0,-18.0,49.93637951541141,1.8384429824561401,39.29671875
78.55,588.0,73.38766521801544,14.0,-12.0,49.93637951541141,2.214187074829932,41.99812903225806
48.25,470.0,73.26746752917097,-28.0,-6.0,53.02470713863994,2.3512340425531915,73.672
12.0,602.0,49.936474450709376,44.0,16.0,49.93637951541141,1.1668421926910297,22.65932258064516
51.22,404.0,49.936474450709376,2184.0,2183.0,49.93637951541141,2.521029702970297,44.282434782608696
47.38,540.0,49.936474450709376,2207.0,2198.0,49.93637951541141,1.8410851851851853,41.424416666666666
35.58,366.0,49.936474450709376,-3.0,-26.0,49.93637951541141,2.001374316939891,43.08841176470588
68.71,632.0,73.38766521801544,-48.0,-70.0,49.93637951541141,2.0713401898734176,39.66930303030303
39.94,540.0,49.936474450709376,166.0,141.0,49.93637951541141,1.6676648148148148,37.52245833333333
47.64,532.0,49.936474450709376,23.0,-4.0,49.93637951541141,1.9410244360902256,41.305
60.5,462.0,73.26746752917097,-3.0,-6.0,53.02470713863994,2.7793917748917747,85.60526666666667
68.51,602.0,73.38766521801544,23.0,-1.0,49.93637951541141,2.0840083056478407,40.47009677419355
68.17,622.0,73.38766521801544,-4.0,-30.0,49.93637951541141,2.064530546623794,40.1293125
71.46,548.0,73.38766521801544,13.0,-13.0,49.93637951541141,2.2823065693430657,41.69013333333333
72.99,622.0,73.38766521801544,133.0,108.0,49.93637951541141,2.090025723472669,40.624875
60.13,622.0,73.38766521801544,-15.0,-40.0,49.93637951541141,2.082459807073955,40.4778125
66.72,634.0,73.38766521801544,6.0,-10.0,49.93637951541141,1.9387839116719243,38.41215625
70.55,626.0,73.38766521801544,16.0,-8.0,49.93637951541141,1.969220447284345,41.09106666666666
56.07,626.0,73.38766521801544,82.0,62.0,49.93637951541141,2.0019584664536745,41.7742
42.95,634.0,73.38766521801544,48.0,29.0,49.93637951541141,1.7899873817034702,35.464125
40.25,482.0,73.26746752917097,22.0,21.0,53.02470713863994,1.9672842323651452,63.2154
59.42,486.0,73.26746752917097,25.0,24.0,53.02470713863994,2.5550720164609055,82.78433333333334
61.75,452.0,73.26746752917097,52.0,47.0,53.02470713863994,2.8527101769911503,92.10178571428571
55.0,594.0,73.38766521801544,18.0,-6.0,49.93637951541141,2.1533013468013467,42.63536666666666
60.67,486.0,73.26746752917097,24.0,20.0,53.02470713863994,2.664827160493827,86.3404
36.0,482.0,73.26746752917097,-34.0,-40.0,53.02470713863994,1.907215767634855,61.2852
47.25,452.0,73.26746752917097,-6.0,-11.0,53.02470713863994,2.3490331858407076,75.84021428571428
39.53,482.0,73.26746752917097,-7.0,-14.0,53.02470713863994,2.0646535269709543,66.3442
41.87,418.0,73.26746752917097,-47.0,6.0,53.02470713863994,2.23372009569378,71.82269230769231
61.98,452.0,73.26746752917097,-6.0,-16.0,53.02470713863994,2.865201327433628,92.50507142857143
58.81,452.0,73.26746752917097,-31.0,-21.0,53.02470713863994,2.743683628318584,88.58178571428572
61.75,482.0,73.26746752917097,23.0,20.0,53.02470713863994,2.693970954356846,86.56626666666666
59.5,482.0,73.26746752917097,-11.0,-21.0,53.02470713863994,2.6633423236514524,85.58206666666666
60.75,482.0,73.26746752917097,-15.0,-19.0,53.02470713863994,2.6935580912863073,86.55300000000001
58.3,674.0,73.38766521801544,-16.0,-38.0,49.93637951541141,1.923994065281899,40.524125
62.48,654.0,73.38766521801544,9.0,-16.0,49.93637951541141,1.980097859327217,41.77367741935483
58.21,674.0,73.38766521801544,-14.0,-38.0,49.93637951541141,1.94693471810089,41.0073125
52.33,654.0,73.38766521801544,-8.0,-35.0,49.93637951541141,1.7742813455657493,37.43161290322581
67.42,554.0,73.26746752917097,54.0,42.0,53.02470713863994,2.751536101083033,89.66770588235295
42.95,314.0,120.64814681172649,63.0,56.0,53.02470713863994,2.87234076433121,90.19149999999999
73.99,584.0,73.38766521801544,2.0,-23.0,49.93637951541141,2.1622020547945207,46.76762962962963
73.97,560.0,73.38766521801544,-15.0,-38.0,49.93637951541141,2.158114285714286,40.284800000000004
4.5,328.0,120.64814681172649,88.0,75.0,53.02470713863994,1.1809146341463415,38.733999999999995
37.5,322.0,120.64814681172649,-2.0,2.0,53.02470713863994,2.6429254658385095,85.10220000000001
29.25,322.0,120.64814681172649,-2.0,-13.0,53.02470713863994,2.246167701863354,72.3266
36.0,322.0,120.64814681172649,3.0,-1.0,53.02470713863994,2.3720279503105592,76.3793
78.12,606.0,73.26746752917097,1471.0,1460.0,53.02470713863994,1.72569801980198,34.8591
18.28,550.0,73.26746752917097,53.0,38.0,53.02470713863994,1.1854272727272728,22.482241379310345
42.75,322.0,120.64814681172649,-13.0,-13.0,53.02470713863994,2.3201645962732917,74.7093
42.75,322.0,120.64814681172649,0.0,-8.0,53.02470713863994,2.7454285714285716,88.4028
69.75,534.0,120.64814681172649,-1.0,-11.0,53.02470713863994,2.615453183520599,82.156
42.95,322.0,120.64814681172649,18.0,16.0,53.02470713863994,2.8909844720496896,93.08970000000001
73.46,626.0,73.26746752917097,-8.0,-18.0,53.02470713863994,1.843993610223642,36.073125
81.21,606.0,73.26746752917097,5.0,3.0,53.02470713863994,2.0548465346534655,41.5079
32.0,574.0,73.26746752917097,54.0,47.0,53.02470713863994,1.242123693379791,22.999322580645163
33.53,322.0,120.64814681172649,-7.0,-12.0,53.02470713863994,2.510468944099379,80.83709999999999
41.5,322.0,120.64814681172649,80.0,84.0,53.02470713863994,2.7320745341614905,87.97279999999999
40.5,322.0,120.64814681172649,29.0,-10.0,53.02470713863994,2.670807453416149,86.0
38.25,322.0,120.64814681172649,1.0,-1.0,53.02470713863994,2.50032298136646,80.5104
4.5,328.0,120.64814681172649,27.0,21.0,53.02470713863994,1.0431158536585365,34.2142
41.5,476.0,53.02489700923587,-76.0,-21.0,9.493529796600342e-05,2.179107142857143,74.08964285714286
43.92,512.0,53.02489700923587,-60.0,-20.0,53.02470713863994,2.23113671875,71.396375
48.75,482.0,53.02489700923587,13.0,21.0,53.02470713863994,2.2831825726141077,73.36626666666666
41.53,478.0,53.02489700923587,-37.0,-33.0,53.02470713863994,2.1960983263598326,69.98233333333333
57.25,460.0,49.936474450709376,20.0,1.0,49.93637951541141,2.6370260869565216,86.64514285714286
58.92,482.0,53.02489700923587,-17.0,-12.0,53.02470713863994,2.6250414937759334,84.35133333333333
64.77,540.0,73.26746752917097,8.0,1.0,53.02470713863994,2.009112962962963,36.164033333333336
82.83,646.0,73.26746752917097,-4.0,-13.0,53.02470713863994,1.7807770897832818,35.9494375
65.55,646.0,73.26746752917097,24.0,17.0,53.02470713863994,1.6930030959752322,34.1775
50.7,382.0,120.64814681172649,220.0,528.0,53.02470713863994,2.7645549738219892,88.005
18.0,336.0,120.64814681172649,36.0,28.0,53.02470713863994,1.5581041666666668,52.3523
50.73,464.0,53.02489700923587,177.0,180.0,53.02470713863994,2.4509202586206897,81.2305
35.78,508.0,53.02489700923587,-30.0,24.0,53.02470713863994,1.9038110236220471,60.446
11.45,374.0,53.02489700923587,-17.0,35.0,53.02470713863994,1.442403743315508,49.041727272727265
30.25,474.0,53.02489700923587,-76.0,-7.0,53.02470713863994,1.8675611814345991,59.01493333333334
65.5,466.0,53.02489700923587,-24.0,26.0,53.02470713863994,2.827450643776824,87.83946666666667
60.75,496.0,53.02489700923587,-2.0,34.0,53.02470713863994,2.4527782258064517,76.036125
64.59,474.0,53.02489700923587,-30.0,28.0,53.02470713863994,2.7285738396624475,86.22293333333333
68.03,496.0,53.02489700923587,-31.0,29.0,53.02470713863994,2.806655241935484,87.0063125
63.0,440.0,61.85311182266128,30.0,80.0,53.02470713863994,2.912047727272727,91.52149999999999
51.26,404.0,49.936474450709376,12.0,-15.0,49.93637951541141,2.429341584158416,42.671913043478256
51.04,418.0,49.936474450709376,-19.0,-37.0,49.93637951541141,1.955882775119617,34.06495833333333
58.7,636.0,49.936474450709376,49.0,26.0,49.93637951541141,1.906869496855346,39.12158064516129
45.14,540.0,49.936474450709376,14.0,-9.0,49.93637951541141,1.9321000000000002,43.47225
33.63,404.0,49.936474450709376,18.0,-8.0,49.93637951541141,1.6938440594059405,29.752739130434783
60.75,490.0,73.26746752917097,-8.0,-18.0,53.02470713863994,2.6152204081632653,85.43053333333334
59.86,632.0,73.38766521801544,-5.0,-22.0,49.93637951541141,1.889743670886076,36.19145454545455
22.5,322.0,120.64814681172649,8.0,0.0,53.02470713863994,1.6601180124223602,53.455799999999996
71.61,608.0,73.26746752917097,25.0,23.0,53.02470713863994,2.185310855263158,40.262696969696975
30.78,608.0,73.26746752917097,24.0,20.0,53.02470713863994,1.1360526315789474,20.930909090909093
33.75,268.0,120.64814681172649,138.0,151.0,53.02470713863994,2.550768656716418,85.45075
23.03,322.0,120.64814681172649,27.0,24.0,53.02470713863994,1.996276397515528,64.2801
38.25,322.0,120.64814681172649,58.0,50.0,53.02470713863994,2.6074906832298135,83.96119999999999
2.25,328.0,120.64814681172649,30.0,20.0,53.02470713863994,1.0876829268292683,35.676
14.75,322.0,120.64814681172649,33.0,19.0,53.02470713863994,1.6057701863354037,51.705799999999996
34.75,322.0,120.64814681172649,28.0,17.0,53.02470713863994,2.4706086956521736,79.55359999999999
43.0,322.0,120.64814681172649,-10.0,-15.0,53.02470713863994,2.7957360248447203,90.0227
51.75,390.0,120.64814681172649,9.0,7.0,53.02470713863994,2.7366205128205126,88.94016666666666
49.39,466.0,49.936474450709376,18.0,2.0,49.93637951541141,2.1996437768240344,39.42438461538462
58.53,551.0,49.936474450709376,66.0,44.0,49.93637951541141,2.131704174228675,55.93185714285714
42.97,560.0,49.936474450709376,69.0,43.0,49.93637951541141,1.6311,36.536640000000006
56.93,540.0,49.936474450709376,19.0,58.0,49.93637951541141,1.8548185185185184,41.73341666666666
38.28,500.0,53.02489700923587,-31.0,-1.0,53.02470713863994,1.9565599999999999,61.1425
59.67,474.0,53.02489700923587,-31.0,27.0,53.02470713863994,2.696932489451477,85.22306666666667
63.01,474.0,53.02489700923587,12.0,58.0,53.02470713863994,2.7435696202531648,86.6968
58.7,482.0,73.26746752917097,-17.0,-18.0,53.02470713863994,2.6365,84.71953333333333
63.0,448.0,73.26746752917097,-3.0,-9.0,53.02470713863994,2.784006696428571,89.08821428571427
60.0,482.0,73.26746752917097,144.0,141.0,53.02470713863994,2.6773817427385893,86.03320000000001
62.25,482.0,73.26746752917097,-9.0,-13.0,53.02470713863994,2.659290456431535,85.45186666666667
59.28,642.0,73.38766521801544,12.0,-7.0,49.93637951541141,1.7530716510903426,35.171
71.62,682.0,73.38766521801544,13.0,-11.0,49.93637951541141,1.8114765395894428,37.43718181818181
52.4,684.0,73.38766521801544,15.0,-9.0,49.93637951541141,1.7185584795321636,36.7341875
39.67,602.0,73.38766521801544,12.0,-12.0,49.93637951541141,1.6098222591362128,32.30376666666667
44.99,608.0,73.38766521801544,14.0,-10.0,49.93637951541141,1.7307615131578948,35.07676666666667
65.25,486.0,73.42043662514106,606.0,610.0,9.493529796600342e-05,2.3314567901234566,75.5392
48.25,342.0,53.02489700923587,2.0,45.0,53.02470713863994,2.911973684210526,90.53590909090909
33.5,462.0,53.02489700923587,-61.0,-8.0,53.02470713863994,1.938474025974026,59.705000000000005
58.59,644.0,73.38766521801544,57.0,82.0,49.93637951541141,1.9096055900621118,37.26624242424243
49.42,482.0,53.02489700923587,-61.0,4.0,53.02470713863994,2.2618858921161826,72.68193333333333
54.53,512.0,53.02489700923587,-12.0,-13.0,53.02470713863994,2.434873046875,77.9159375
40.5,474.0,53.02489700923587,-32.0,24.0,53.02470713863994,1.9968544303797469,63.1006
44.03,466.0,53.02489700923587,-1.0,24.0,53.02470713863994,2.075227467811159,64.4704
50.28,500.0,53.02489700923587,-25.0,31.0,53.02470713863994,2.219306,69.3533125
58.5,390.0,88.75620253530663,-66.0,-112.0,2.8944667759976737,2.9338102564102564,88.01430769230768
41.0,686.0,434.0669115726653,-11.0,-12.0,2.8944667759976737,1.5938367346938775,52.065333333333335
57.17,646.0,434.0669115726653,11.0,10.0,2.8944667759976737,1.9481160990712074,66.23594736842105
63.25,646.0,434.0669115726653,1.0,7.0,2.8944667759976737,1.9394891640866874,65.94263157894737
60.28,686.0,434.0669115726653,47.0,56.0,2.8944667759976737,1.9272521865889214,62.95690476190477
73.45,672.0,434.0669115726653,26.0,32.0,2.8944667759976737,2.195813988095238,70.26604761904761
67.06,646.0,434.0669115726653,6.0,11.0,2.8944667759976737,2.097125386996904,75.2635
49.17,646.0,434.0669115726653,-23.0,-17.0,2.8944667759976737,1.6373869969040247,55.67115789473684
59.32,646.0,434.0669115726653,-21.0,-15.0,2.8944667759976737,2.070157894736842,70.38536842105263
73.82,680.0,434.0669115726653,-36.0,-27.0,2.8944667759976737,2.2291499999999997,75.7911
49.81,680.0,434.0669115726653,-23.0,-16.0,2.8944667759976737,1.86205,63.3097
70.79,680.0,434.0669115726653,-32.0,-24.0,2.8944667759976737,1.959280882352941,66.61555
